CustomerID,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,Territory_ID,Region,Country,Continent,OrderQuantity_2015,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,Territory_ID,OrderLineItem,OrderQuantity_2016,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,OrderQuantity_2017,SubCatergory_id,Subcategory,categoryID,Category_Name,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice
121400,MR.,Lucas,Jones,11/25/1970,S,M,Lucas766@gmail.com,41471,0,Graduate Degree,Clerical,Y,1/15/2015,10/26/2001,SO45159,349,121400,10,United Kingdom,United Kingdom,Europe,1,07-03-2016,05-09-2003,SO51206,478,121400,10,2,2,1/20/2017,01-03-2004,SO62451,223,121400,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121400,MR.,Lucas,Jones,11/25/1970,S,M,Lucas766@gmail.com,41471,0,Graduate Degree,Clerical,Y,1/15/2015,10/26/2001,SO45159,349,121400,10,United Kingdom,United Kingdom,Europe,1,07-03-2016,5/14/2003,SO51206,360,121400,10,1,1,1/20/2017,01-03-2004,SO62451,223,121400,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,08-12-2016,5/26/2003,SO52409,485,121412,8,2,3,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,08-12-2016,05-08-2003,SO52409,477,121412,8,4,2,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,08-12-2016,4/18/2003,SO52409,478,121412,8,3,2,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,08-12-2016,4/18/2003,SO52409,215,121412,8,5,1,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,08-12-2016,6/21/2003,SO52409,360,121412,8,1,1,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,10-11-2016,7/13/2003,SO55932,223,121412,8,3,2,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,10-11-2016,09-10-2003,SO55932,220,121412,8,2,1,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121412,MRS.,Kennedy,Torres,11/19/1955,S,F,Kennedy125@outlook.com,81802,4,Partial College,Professional,Y,05-08-2015,3/27/2002,SO46160,351,121412,8,Germany,Germany,Europe,1,10-11-2016,8/22/2003,SO55932,583,121412,8,1,1,4/13/2017,2/27/2004,SO68197,223,121412,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
121413,MRS.,Jasmine,Scott,10/18/1955,M,F,Jasmine121@hotmail.com,81001,4,Partial College,Professional,N,02-10-2015,12-10-2001,SO45402,344,121413,10,United Kingdom,United Kingdom,Europe,1,8/26/2016,5/18/2003,SO53135,223,121413,10,3,3,02-01-2017,10-09-2003,SO63344,223,121413,2,19,Nose Rings & Studs,3,Jewellery,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,Radhesh Creation,"Key Features of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Collection: Designer Ideal For: Women Style: Circular Barbell,Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Rajasthani AD Stone Nath Decorated with Meena & Pearl Chain,Specifications of Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya Pearl Features Pearl Type NA Silver Features Silver Weight NA g General Brand Radhesh Creation Precious/Artificial Jewellery Fashion Jewellery Model Number 349440 Type Nathiya Style Circular Barbell Ideal For Women Color Orange Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Dimensions Weight 7 g Height 0.5 mm Width 40 mm Body & Design Features Base Material Brass Gemstone Crystal Plating Yellow Gold Piercing Required No In the Box Sales Package 1 Nose Ring Pack of 1",Orange,U,E,4.84223301,9.684466019
